"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","INEXPERIENCED_FTE","INEXPERIENCED_FTE_PCT"
"2017-18","Gwinnett County","Crews Middle School","Teachers","Total",129,73,57
"2017-18","Gwinnett County","Dacula Elementary School","Leaders","Low Poverty",4,0,0
"2017-18","Gwinnett County","Dacula Elementary School","Teachers","Total",162,104,64
"2017-18","Gwinnett County","Dacula High School","Leaders","Low Poverty",7,1,14
"2017-18","Gwinnett County","Dacula High School","Teachers","Total",238.8,163.6,69
"2017-18","Gwinnett County","Dacula Middle School","Leaders","Not Applicable",6,2,33
"2017-18","Gwinnett County","Dacula Middle School","Teachers","Total",182.8,130,71
"2017-18","Gwinnett County","Discovery High School","Leaders","Not Applicable",8,6,75
"2017-18","Gwinnett County","Discovery High School","Teachers","Total",431,369,86
"2017-18","Gwinnett County","Duluth High School","Leaders","Not Applicable",10.2,3.8,37
"2017-18","Gwinnett County","Duluth High School","Teachers","Total",279,190,68
"2017-18","Gwinnett County","Duluth Middle School","Leaders","Not Applicable",6,2,33
"2017-18","Gwinnett County","Duluth Middle School","Teachers","Total",127,80,63
"2017-18","Gwinnett County","Duncan Creek Elementary","Leaders","Low Poverty",4,1,25
"2017-18","Gwinnett County","Duncan Creek Elementary","Teachers","Low Poverty",137,66,48
"2017-18","Gwinnett County","Duncan Creek Elementary","Teachers","Total",137,66,48
"2017-18","Gwinnett County","Dyer Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Dyer Elementary School","Teachers","Total",110.6,71.6,65
"2017-18","Gwinnett County","Ferguson Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","Ferguson Elementary School","Teachers","Total",166,126,76
"2017-18","Gwinnett County","Five Forks Middle School","Leaders","Low Poverty",4,2,50
"2017-18","Gwinnett County","Five Forks Middle School","Teachers","Low Poverty",122,83,68
"2017-18","Gwinnett County","Five Forks Middle School","Teachers","Total",122,83,68
"2017-18","Gwinnett County","Fort Daniel Elementary School","Leaders","Low Poverty",3,2,67
"2017-18","Gwinnett County","Fort Daniel Elementary School","Teachers","Low Poverty",97.8,57,58
"2017-18","Gwinnett County","Fort Daniel Elementary School","Teachers","Total",97.8,57,58
"2017-18","Gwinnett County","Freeman's Mill Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Freeman's Mill Elementary School","Teachers","Low Poverty",142.2,98,69
"2017-18","Gwinnett County","Freeman's Mill Elementary School","Teachers","Total",142.2,98,69
"2017-18","Gwinnett County","Grace Snell Middle School","Leaders","Not Applicable",5.5,0.5,9
"2017-18","Gwinnett County","Grace Snell Middle School","Teachers","Total",138,92,67
"2017-18","Gwinnett County","Graves Elementary School","Leaders","Not Applicable",5,1,20
"2017-18","Gwinnett County","Graves Elementary School","Teachers","Total",191,151,79
"2017-18","Gwinnett County","Grayson Elementary School","Leaders","Low Poverty",3,0.5,16
"2017-18","Gwinnett County","Grayson Elementary School","Teachers","Low Poverty",134,82,61
"2017-18","Gwinnett County","Grayson Elementary School","Teachers","Total",134,82,61
"2017-18","Gwinnett County","Grayson High School","Leaders","Low Poverty",11,0,0
"2017-18","Gwinnett County","Grayson High School","Teachers","Low Poverty",340.8,232.3,68
"2017-18","Gwinnett County","Grayson High School","Teachers","Total",340.8,232.3,68
"2017-18","Gwinnett County","Gwin Oaks Elementary School","Leaders","Low Poverty",3,2,67
"2017-18","Gwinnett County","Gwin Oaks Elementary School","Teachers","Low Poverty",121,68,56
"2017-18","Gwinnett County","Gwin Oaks Elementary School","Teachers","Total",121,68,56
"2017-18","Gwinnett County","Gwinnett County- All Schools","Leaders","High Poverty",13,6,46
"2017-18","Gwinnett County","Gwinnett County- All Schools","Leaders","Low Poverty",267.7,53.4,20
"2017-18","Gwinnett County","Gwinnett County- All Schools","Leaders","Total",685,207.4,30
"2017-18","Gwinnett County","Gwinnett County- All Schools","Teachers","High Poverty",346.5,163.5,47
"2017-18","Gwinnett County","Gwinnett County- All Schools","Teachers","Low Poverty",5060.5,1508.4,30
"2017-18","Gwinnett County","Gwinnett County- All Schools","Teachers","Total",11170,4047,36
"2017-18","Gwinnett County","Gwinnett InterVention Education (GIVE) Center East","Leaders","Not Applicable",4.5,1.5,33
"2017-18","Gwinnett County","Gwinnett InterVention Education (GIVE) Center East","Teachers","Total",87,65,75
"2017-18","Gwinnett County","Gwinnett Intervention Education Center (GIVE) West","Leaders","Not Applicable",5,0,0
"2017-18","Gwinnett County","Gwinnett Intervention Education Center (GIVE) West","Teachers","Total",99.5,80.5,81
"2017-18","Gwinnett County","Gwinnett Online Campus","Leaders","Low Poverty",3,1,33
"2017-18","Gwinnett County","Gwinnett Online Campus","Teachers","Low Poverty",113.9,90,79
"2017-18","Gwinnett County","Gwinnett Online Campus","Teachers","Total",113.9,90,79
"2017-18","Gwinnett County","Gwinnett School of Mathematics, Science and Technology","Leaders","Low Poverty",4.1,0.2,6
"2017-18","Gwinnett County","Gwinnett School of Mathematics, Science and Technology","Teachers","Low Poverty",104.2,66.2,64
"2017-18","Gwinnett County","Gwinnett School of Mathematics, Science and Technology","Teachers","Total",104.2,66.2,64
"2017-18","Gwinnett County","Harbins Elementary School","Leaders","Low Poverty",4.2,0.2,6
"2017-18","Gwinnett County","Harbins Elementary School","Teachers","Low Poverty",133.5,71.5,54
"2017-18","Gwinnett County","Harbins Elementary School","Teachers","Total",133.5,71.5,54
"2017-18","Gwinnett County","Harmony Elementary School","Leaders","Low Poverty",3,1,33
"2017-18","Gwinnett County","Harmony Elementary School","Teachers","Low Poverty",84,59.5,71
"2017-18","Gwinnett County","Harmony Elementary School","Teachers","Total",84,59.5,71
"2017-18","Gwinnett County","Harris Elementary School","Leaders","Not Applicable",3,1,33
"2017-18","Gwinnett County","Harris Elementary School","Teachers","Total",111.5,67,60
"2017-18","Gwinnett County","Head Elementary School","Leaders","Low Poverty",2,1,50
"2017-18","Gwinnett County","Head Elementary School","Teachers","Low Poverty",111.8,83.5,75
"2017-18","Gwinnett County","Head Elementary School","Teachers","Total",111.8,83.5,75
"2017-18","Gwinnett County","Hopkins Elementary School","Leaders","Not Applicable",6,1,17
"2017-18","Gwinnett County","Hopkins Elementary School","Teachers","Total",180.5,129,71
"2017-18","Gwinnett County","Hull Middle School","Leaders","Low Poverty",5,0,0
"2017-18","Gwinnett County","Hull Middle School","Teachers","Low Poverty",127.7,65.2,51
"2017-18","Gwinnett County","Hull Middle School","Teachers","Total",127.7,65.2,51
"2017-18","Gwinnett County","International Transition Center","Leaders","High Poverty",3,2,67
"2017-18","Gwinnett County","International Transition Center","Teachers","High Poverty",66,61,92
"2017-18","Gwinnett County","International Transition Center","Teachers","Total",66,61,92
"2017-18","Gwinnett County","Ivy Creek Elementary School","Leaders","Low Poverty",4,1,25
"2017-18","Gwinnett County","Ivy Creek Elementary School","Teachers","Low Poverty",144.5,92,64
"2017-18","Gwinnett County","Ivy Creek Elementary School","Teachers","Total",144.5,92,64
"2017-18","Gwinnett County","Jackson Elementary School","Leaders","Not Applicable",5,3,60
"2017-18","Gwinnett County","Jackson Elementary School","Teachers","Total",221,158,71
"2017-18","Gwinnett County","Jenkins Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","Jenkins Elementary School","Teachers","Total",146,104,71
"2017-18","Gwinnett County","Jones Middle School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Jones Middle School","Teachers","Low Poverty",83,32,39
"2017-18","Gwinnett County","Jones Middle School","Teachers","Total",83,32,39
"2017-18","Gwinnett County","Jordan Middle School","Leaders","Not Applicable",4,0,0
"2017-18","Gwinnett County","Jordan Middle School","Teachers","Total",166,143,86
"2017-18","Gwinnett County","Kanoheda Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","Kanoheda Elementary School","Teachers","Total",125,75,60
"2017-18","Gwinnett County","Knight Elementary School","Leaders","Not Applicable",3.5,1.5,43
"2017-18","Gwinnett County","Knight Elementary School","Teachers","Total",118.5,88,74
"2017-18","Gwinnett County","Lanier High School","Leaders","Low Poverty",7,2.5,36
"2017-18","Gwinnett County","Lanier High School","Teachers","Low Poverty",214.6,156,73
"2017-18","Gwinnett County","Lanier High School","Teachers","Total",214.6,156,73
"2017-18","Gwinnett County","Lanier Middle School","Leaders","Low Poverty",5,2,40
"2017-18","Gwinnett County","Lanier Middle School","Teachers","Low Poverty",119,60,50
"2017-18","Gwinnett County","Lanier Middle School","Teachers","Total",119,60,50
"2017-18","Gwinnett County","Lawrenceville Elementary School","Leaders","Not Applicable",4.5,2,45
"2017-18","Gwinnett County","Lawrenceville Elementary School","Teachers","Total",135,103,76
"2017-18","Gwinnett County","Level Creek Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Level Creek Elementary School","Teachers","Low Poverty",104,59,57
"2017-18","Gwinnett County","Level Creek Elementary School","Teachers","Total",104,59,57
"2017-18","Gwinnett County","Lilburn Elementary School","Leaders","Not Applicable",6.5,2,31
"2017-18","Gwinnett County","Lilburn Elementary School","Teachers","Total",193.3,125,65
"2017-18","Gwinnett County","Lilburn Middle School","Leaders","Not Applicable",8.5,2.5,29
"2017-18","Gwinnett County","Lilburn Middle School","Teachers","Total",178.5,146,82
"2017-18","Gwinnett County","Lovin Elementary School","Leaders","Not Applicable",3.5,1,29
"2017-18","Gwinnett County","Lovin Elementary School","Teachers","Total",136.4,86.9,64
"2017-18","Gwinnett County","Magill Elementary School","Leaders","Not Applicable",5,1,20
"2017-18","Gwinnett County","Magill Elementary School","Teachers","Total",138,98,71
"2017-18","Gwinnett County","Mason Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Mason Elementary School","Teachers","Low Poverty",131.4,93.7,71
"2017-18","Gwinnett County","Mason Elementary School","Teachers","Total",131.4,93.7,71
"2017-18","Gwinnett County","McConnell Middle School","Leaders","Low Poverty",5,0,0
"2017-18","Gwinnett County","McConnell Middle School","Teachers","Low Poverty",200,123,62
"2017-18","Gwinnett County","McConnell Middle School","Teachers","Total",200,123,62
"2017-18","Gwinnett County","McKendree Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","McKendree Elementary School","Teachers","Total",175,121,69
"2017-18","Gwinnett County","Meadowcreek Elementary School","Leaders","High Poverty",5,2,40
"2017-18","Gwinnett County","Meadowcreek Elementary School","Teachers","High Poverty",170,125,74
"2017-18","Gwinnett County","Meadowcreek Elementary School","Teachers","Total",170,125,74
"2017-18","Gwinnett County","Meadowcreek High School","Leaders","Not Applicable",12,3,25
"2017-18","Gwinnett County","Meadowcreek High School","Teachers","Total",369.5,278.5,75
"2017-18","Gwinnett County","Mill Creek High School","Leaders","Low Poverty",11,4,36
"2017-18","Gwinnett County","Mill Creek High School","Teachers","Low Poverty",394,261.5,66
"2017-18","Gwinnett County","Mill Creek High School","Teachers","Total",394,261.5,66
"2017-18","Gwinnett County","Minor Elementary School","Leaders","Not Applicable",5,1,20
"2017-18","Gwinnett County","Minor Elementary School","Teachers","Total",154,103.5,67
"2017-18","Gwinnett County","Moore Middle School","Leaders","Not Applicable",4,2,50
"2017-18","Gwinnett County","Moore Middle School","Teachers","Total",126,96,76
"2017-18","Gwinnett County","Mountain Park Elementary School","Leaders","Not Applicable",3,1,33
"2017-18","Gwinnett County","Mountain Park Elementary School","Teachers","Total",94.5,71,75
"2017-18","Gwinnett County","Mountain View High School","Leaders","Low Poverty",6.5,2,31
"2017-18","Gwinnett County","Mountain View High School","Teachers","Low Poverty",323.5,242,75
"2017-18","Gwinnett County","Mountain View High School","Teachers","Total",323.5,242,75
"2017-18","Gwinnett County","Mulberry Elementary School","Leaders","Low Poverty",3,2,67
"2017-18","Gwinnett County","Mulberry Elementary School","Teachers","Low Poverty",96,55,57
"2017-18","Gwinnett County","Mulberry Elementary School","Teachers","Total",96,55,57
"2017-18","Gwinnett County","Nesbit Elementary School","Leaders","Not Applicable",5,3,60
"2017-18","Gwinnett County","Nesbit Elementary School","Teachers","Total",166.1,124,75
"2017-18","Gwinnett County","New Life Academy of Excellence","Leaders","Not Applicable",2,1,50
"2017-18","Gwinnett County","New Life Academy of Excellence","Teachers","Total",36,20,56
"2017-18","Gwinnett County","Norcross Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","Norcross Elementary School","Teachers","Total",144,102.5,71
"2017-18","Gwinnett County","Norcross High School","Leaders","Not Applicable",13.2,3,23
"2017-18","Gwinnett County","Norcross High School","Teachers","Total",425.5,300.5,71
"2017-18","Gwinnett County","North Gwinnett High School","Leaders","Low Poverty",9.5,1,11
"2017-18","Gwinnett County","North Gwinnett High School","Teachers","Low Poverty",291.2,180,62
"2017-18","Gwinnett County","North Gwinnett High School","Teachers","Total",291.2,180,62
"2017-18","Gwinnett County","North Gwinnett Middle School","Leaders","Low Poverty",6,1,17
"2017-18","Gwinnett County","North Gwinnett Middle School","Teachers","Low Poverty",149.6,57,38
"2017-18","Gwinnett County","North Gwinnett Middle School","Teachers","Total",149.6,57,38
"2017-18","Gwinnett County","North Metro Academy of Performing Arts","Leaders","Not Applicable",2.5,0.5,20
"2017-18","Gwinnett County","North Metro Academy of Performing Arts","Teachers","Total",21,16,76
"2017-18","Gwinnett County","Northbrook Middle School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","Northbrook Middle School","Teachers","Total",140,100,71
"2017-18","Gwinnett County","Norton Elementary School","Leaders","Not Applicable",3.7,0.2,7
"2017-18","Gwinnett County","Norton Elementary School","Teachers","Total",166.7,122,73
"2017-18","Gwinnett County","Oakland Meadow School","Leaders","Low Poverty",3,1,33
"2017-18","Gwinnett County","Oakland Meadow School","Teachers","Low Poverty",19,7,37
"2017-18","Gwinnett County","Oakland Meadow School","Teachers","Total",19,7,37
"2017-18","Gwinnett County","Osborne Middle School","Leaders","Low Poverty",4.5,1,22
"2017-18","Gwinnett County","Osborne Middle School","Teachers","Low Poverty",145.5,66.5,46
"2017-18","Gwinnett County","Osborne Middle School","Teachers","Total",145.5,66.5,46
"2017-18","Gwinnett County","Parkview High School","Leaders","Low Poverty",10.5,2,19
"2017-18","Gwinnett County","Parkview High School","Teachers","Low Poverty",297,176.7,60
"2017-18","Gwinnett County","Parkview High School","Teachers","Total",297,176.7,60
"2017-18","Gwinnett County","Parsons Elementary School","Leaders","Low Poverty",3,1,33
"2017-18","Gwinnett County","Parsons Elementary School","Teachers","Low Poverty",88,54.5,62
"2017-18","Gwinnett County","Parsons Elementary School","Teachers","Total",88,54.5,62
"2017-18","Gwinnett County","Partee Elementary School","Leaders","Not Applicable",4,4,100
"2017-18","Gwinnett County","Partee Elementary School","Teachers","Total",127.1,98,77
"2017-18","Gwinnett County","Patrick Elementary School","Leaders","Low Poverty",3,2,67
"2017-18","Gwinnett County","Patrick Elementary School","Teachers","Low Poverty",122.9,90.8,74
"2017-18","Gwinnett County","Patrick Elementary School","Teachers","Total",122.9,90.8,74
"2017-18","Gwinnett County","Peachtree Elementary School","Leaders","Not Applicable",4.5,1,22
"2017-18","Gwinnett County","Peachtree Elementary School","Teachers","Total",149.7,107,71
"2017-18","Gwinnett County","Peachtree Ridge High School","Leaders","Low Poverty",10.5,3,28
"2017-18","Gwinnett County","Peachtree Ridge High School","Teachers","Low Poverty",307,196,64
"2017-18","Gwinnett County","Peachtree Ridge High School","Teachers","Total",307,196,64
"2017-18","Gwinnett County","Pharr Elementary School","Leaders","Not Applicable",3,0,0
"2017-18","Gwinnett County","Pharr Elementary School","Teachers","Total",120.5,85,71
"2017-18","Gwinnett County","Phoenix High School","Leaders","Low Poverty",4.5,0,0
"2017-18","Gwinnett County","Phoenix High School","Teachers","Low Poverty",47.5,21.5,45
"2017-18","Gwinnett County","Phoenix High School","Teachers","Total",47.5,21.5,45
"2017-18","Gwinnett County","Pinckneyville Middle School","Leaders","Not Applicable",6,3,50
"2017-18","Gwinnett County","Pinckneyville Middle School","Teachers","Total",158.5,116.5,74
"2017-18","Gwinnett County","Puckett's Mill Elementary School","Leaders","Low Poverty",2.5,1.5,60
"2017-18","Gwinnett County","Puckett's Mill Elementary School","Teachers","Low Poverty",127.3,83,65
"2017-18","Gwinnett County","Puckett's Mill Elementary School","Teachers","Total",127.3,83,65
"2017-18","Gwinnett County","Radloff Middle School","Leaders","Not Applicable",7,1,14
"2017-18","Gwinnett County","Radloff Middle School","Teachers","Total",147.5,92,62
"2017-18","Gwinnett County","Richards Middle School","Leaders","Not Applicable",7,4,57
"2017-18","Gwinnett County","Richards Middle School","Teachers","Total",208,130,63
"2017-18","Gwinnett County","Riverside Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Riverside Elementary School","Teachers","Low Poverty",108.5,60,55
"2017-18","Gwinnett County","Riverside Elementary School","Teachers","Total",108.5,60,55
"2017-18","Gwinnett County","Roberts Elementary School","Leaders","Low Poverty",2.5,0,0
"2017-18","Gwinnett County","Roberts Elementary School","Teachers","Low Poverty",117,68.5,59
"2017-18","Gwinnett County","Roberts Elementary School","Teachers","Total",117,68.5,59
"2017-18","Gwinnett County","Rock Springs Elementary School","Leaders","Not Applicable",3.7,1,27
"2017-18","Gwinnett County","Rock Springs Elementary School","Teachers","Total",121.5,77,63
"2017-18","Gwinnett County","Rockbridge Elementary School","Leaders","High Poverty",5,2,40
"2017-18","Gwinnett County","Rockbridge Elementary School","Teachers","High Poverty",164,131,80
"2017-18","Gwinnett County","Rockbridge Elementary School","Teachers","Total",164,131,80
"2017-18","Gwinnett County","Rosebud Elementary School","Leaders","Not Applicable",4.5,3,67
"2017-18","Gwinnett County","Rosebud Elementary School","Teachers","Total",197,151,77
"2017-18","Gwinnett County","Shiloh Elementary School","Leaders","Not Applicable",4,2,50
"2017-18","Gwinnett County","Shiloh Elementary School","Teachers","Total",128.1,100,78
"2017-18","Gwinnett County","Shiloh High School","Leaders","Not Applicable",11.5,8.5,74
"2017-18","Gwinnett County","Shiloh High School","Teachers","Total",261.5,206.5,79
"2017-18","Gwinnett County","Shiloh Middle School","Leaders","Not Applicable",6,3,50
"2017-18","Gwinnett County","Shiloh Middle School","Teachers","Total",156.5,115,73
"2017-18","Gwinnett County","Simonton Elementary School","Leaders","Not Applicable",4,2,50
"2017-18","Gwinnett County","Simonton Elementary School","Teachers","Total",161,121,75
"2017-18","Gwinnett County","Simpson Elementary School","Leaders","Low Poverty",4,0,0
"2017-18","Gwinnett County","Simpson Elementary School","Teachers","Low Poverty",87.5,52.5,60
"2017-18","Gwinnett County","Simpson Elementary School","Teachers","Total",87.5,52.5,60
"2017-18","Gwinnett County","Snellville Middle School","Leaders","Not Applicable",6,3,50
"2017-18","Gwinnett County","Snellville Middle School","Teachers","Total",116,89,77
"2017-18","Gwinnett County","South Gwinnett High School","Leaders","Not Applicable",9.5,4.5,47
"2017-18","Gwinnett County","South Gwinnett High School","Teachers","Total",310.5,235,76
"2017-18","Gwinnett County","Starling Elementary School","Leaders","Low Poverty",3,1,33
"2017-18","Gwinnett County","Starling Elementary School","Teachers","Low Poverty",136.5,94,69
"2017-18","Gwinnett County","Starling Elementary School","Teachers","Total",136.5,94,69
"2017-18","Gwinnett County","Stripling Elementary School","Leaders","Not Applicable",4,1,25
"2017-18","Gwinnett County","Stripling Elementary School","Teachers","Total",126.8,88,69
"2017-18","Gwinnett County","Sugar Hill Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Sugar Hill Elementary School","Teachers","Low Poverty",134.2,73.2,55
"2017-18","Gwinnett County","Sugar Hill Elementary School","Teachers","Total",134.2,73.2,55
"2017-18","Gwinnett County","Summerour Middle School","Leaders","Not Applicable",7,4,57
"2017-18","Gwinnett County","Summerour Middle School","Teachers","Total",152,101,66
"2017-18","Gwinnett County","Suwanee Elementary School","Leaders","Low Poverty",3,1,33
"2017-18","Gwinnett County","Suwanee Elementary School","Teachers","Low Poverty",88.5,64,72
"2017-18","Gwinnett County","Suwanee Elementary School","Teachers","Total",88.5,64,72
"2017-18","Gwinnett County","Sweetwater Middle School","Leaders","Not Applicable",6,1,17
"2017-18","Gwinnett County","Sweetwater Middle School","Teachers","Total",169,111,66
"2017-18","Gwinnett County","Sycamore Elementary School","Leaders","Not Applicable",4,0,0
"2017-18","Gwinnett County","Sycamore Elementary School","Teachers","Total",102.6,65.8,64
"2017-18","Gwinnett County","Taylor Elementary School","Leaders","Not Applicable",3,2,67
"2017-18","Gwinnett County","Taylor Elementary School","Teachers","Total",116,69,59
"2017-18","Gwinnett County","Trickum Middle School","Leaders","Not Applicable",6,4,67
"2017-18","Gwinnett County","Trickum Middle School","Teachers","Total",139,63,45
"2017-18","Gwinnett County","Trip Elementary School","Leaders","Not Applicable",3,1,33
"2017-18","Gwinnett County","Trip Elementary School","Teachers","Total",141.5,98,69
"2017-18","Gwinnett County","Twin Rivers Middle School","Leaders","Low Poverty",5.5,1,18
"2017-18","Gwinnett County","Twin Rivers Middle School","Teachers","Low Poverty",177.4,100.2,56
"2017-18","Gwinnett County","Twin Rivers Middle School","Teachers","Total",177.4,100.2,56
"2017-18","Gwinnett County","Walnut Grove Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","Walnut Grove Elementary School","Teachers","Total",126,77,61
"2017-18","Gwinnett County","White Oak Elementary School","Leaders","Low Poverty",3,0,0
"2017-18","Gwinnett County","White Oak Elementary School","Teachers","Low Poverty",116,78,67
"2017-18","Gwinnett County","White Oak Elementary School","Teachers","Total",116,78,67
"2017-18","Gwinnett County","Winn Holt Elementary School","Leaders","Not Applicable",4,2,50
"2017-18","Gwinnett County","Winn Holt Elementary School","Teachers","Total",168,118,70
"2017-18","Gwinnett County","Woodward Mill Elementary School","Leaders","Not Applicable",4,2,50
"2017-18","Gwinnett County","Woodward Mill Elementary School","Teachers","Total",159.5,105.5,66
"2017-18","Habersham County","9th Grade Academy","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","9th Grade Academy","Teachers","Total",34.6,12.5,36
"2017-18","Habersham County","Baldwin Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","Baldwin Elementary School","Teachers","Total",37.5,16.5,44
"2017-18","Habersham County","Clarkesville Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","Clarkesville Elementary School","Teachers","Total",33.3,8,24
"2017-18","Habersham County","Cornelia Elementary School","Leaders","Not Applicable",2,2,100
"2017-18","Habersham County","Cornelia Elementary School","Teachers","Total",56,20,36
"2017-18","Habersham County","Demorest Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","Demorest Elementary School","Teachers","Total",45.5,19.5,43
"2017-18","Habersham County","Fairview Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","Fairview Elementary School","Teachers","Total",35.3,8,23
"2017-18","Habersham County","Habersham Central High School","Leaders","Not Applicable",4,1,25
"2017-18","Habersham County","Habersham Central High School","Teachers","Total",113.4,62,55
"2017-18","Habersham County","Habersham County- All Schools","Leaders","Low Poverty",2,1,50
"2017-18","Habersham County","Habersham County- All Schools","Leaders","Total",27.3,13.3,49
"2017-18","Habersham County","Habersham County- All Schools","Teachers","Low Poverty",45,17,38
"2017-18","Habersham County","Habersham County- All Schools","Teachers","Total",529.5,186,35
"2017-18","Habersham County","Habersham Success Academy","Leaders","Not Applicable",1.3,1.3,100
"2017-18","Habersham County","Habersham Success Academy","Teachers","Total",1,0,0
"2017-18","Habersham County","Hazel Grove Elementary School","Leaders","Not Applicable",1,1,100
"2017-18","Habersham County","Hazel Grove Elementary School","Teachers","Total",20,8.5,43
"2017-18","Habersham County","Level Grove Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Habersham County","Level Grove Elementary School","Teachers","Total",48,17,35
"2017-18","Habersham County","North Habersham Middle School","Leaders","Low Poverty",2,1,50
"2017-18","Habersham County","North Habersham Middle School","Teachers","Low Poverty",44.1,17,39
"2017-18","Habersham County","North Habersham Middle School","Teachers","Total",44.1,17,39
"2017-18","Habersham County","South Habersham Middle School","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","South Habersham Middle School","Teachers","Total",39.5,13.7,35
"2017-18","Habersham County","Wilbanks Middle School","Leaders","Not Applicable",2,1,50
"2017-18","Habersham County","Wilbanks Middle School","Teachers","Total",42.5,16,38
"2017-18","Habersham County","Woodville Elementary School","Leaders","Not Applicable",1,0,0
"2017-18","Habersham County","Woodville Elementary School","Teachers","Total",17.5,8,46
"2017-18","Hall County","C. W. Davis Middle School","Leaders","Low Poverty",4,1,25
"2017-18","Hall County","C. W. Davis Middle School","Teachers","Low Poverty",79.5,24,30
"2017-18","Hall County","C. W. Davis Middle School","Teachers","Total",79.5,24,30
"2017-18","Hall County","Chestatee High School","Leaders","Not Applicable",4,0.5,13
"2017-18","Hall County","Chestatee High School","Teachers","Total",103.4,55.9,54
"2017-18","Hall County","Chestatee Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Hall County","Chestatee Middle School","Teachers","Total",76,27,36
"2017-18","Hall County","Chestnut Mountain Elementary School","Leaders","Low Poverty",2,0,0
"2017-18","Hall County","Chestnut Mountain Elementary School","Teachers","Low Poverty",46,11,24
"2017-18","Hall County","Chestnut Mountain Elementary School","Teachers","Total",46,11,24
"2017-18","Hall County","Chicopee Elementary School","Leaders","High Poverty",2,1,50
"2017-18","Hall County","Chicopee Elementary School","Teachers","High Poverty",58,23,40
"2017-18","Hall County","Chicopee Elementary School","Teachers","Total",58,23,40
"2017-18","Hall County","East Hall High School","Leaders","Not Applicable",4,2,50
"2017-18","Hall County","East Hall High School","Teachers","Total",94.8,54.7,58
"2017-18","Hall County","East Hall Middle School","Leaders","Not Applicable",3,1,33
"2017-18","Hall County","East Hall Middle School","Teachers","Total",78.5,31.5,40
"2017-18","Hall County","Flowery Branch Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hall County","Flowery Branch Elementary School","Teachers","Total",39.2,13.7,35
"2017-18","Hall County","Flowery Branch High","Leaders","Low Poverty",7,3,43
"2017-18","Hall County","Flowery Branch High","Teachers","Low Poverty",136.7,83.1,61
"2017-18","Hall County","Flowery Branch High","Teachers","Total",136.7,83.1,61
"2017-18","Hall County","Friendship Elementary School","Leaders","Not Applicable",2,1,50
"2017-18","Hall County","Friendship Elementary School","Teachers","Total",48,17,35
"2017-18","Hall County","Hall County- All Schools","Leaders","High Poverty",5,1,20
"2017-18","Hall County","Hall County- All Schools","Leaders","Low Poverty",26,8,31
"2017-18","Hall County","Hall County- All Schools","Leaders","Total",89,25,28
"2017-18","Hall County","Hall County- All Schools","Teachers","High Poverty",204.5,72.7,36
"2017-18","Hall County","Hall County- All Schools","Teachers","Low Poverty",528.7,189.6,36
"2017-18","Hall County","Hall County- All Schools","Teachers","Total",1834.2,617.1,34
"2017-18","Hall County","Johnson High School","Leaders","Not Applicable",4,1,25
"2017-18","Hall County","Johnson High School","Teachers","Total",114.7,53,46
"2017-18","Hall County","Lanier Career Academy","Leaders","Not Applicable",1.5,0,0
"2017-18","Hall County","Lanier Career Academy","Teachers","Total",252.3,237.4,94
"2017-18","Hall County","Lanier Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hall County","Lanier Elementary School","Teachers","Total",35,6,17
"2017-18","Hall County","Lula Elementary School","Leaders","Not Applicable",2,0,0
"2017-18","Hall County","Lula Elementary School","Teachers","Total",31.5,11,35
"2017-18","Hall County","Lyman Hall Elementary School","Leaders","High Poverty",1,0,0
"2017-18","Hall County","Lyman Hall Elementary School","Teachers","High Poverty",61.6,17,28
"2017-18","Hall County","Lyman Hall Elementary School","Teachers","Total",61.6,17,28
"2017-18","Hall County","Martin Elementary School","Leaders","Not Applicable",2,1,50
