sys_sch,SystemId,systemname,schoolname,SchoolId,gradecluster,Phone_Number,Street,City,State,Zip_Code,DistrictWebsite,total_enroll,Grades,Grade,SingleScore,enroll_percent_asian,enroll_percent_native,enroll_percent_black,enroll_percent_hispanic,enroll_percent_multiracial,enroll_percent_white,enroll_percent_ed,enroll_percent_swd,enroll_percent_lep,Four_Year_Graduation_Rate,CollegeEnrollment,Mobility,PPE,rtc20
675197,675,Henry County,Pleasant Grove Elementary School,197,E,770-898-0176,150 Reagan Road,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,561,K-5,,,2,0,47,15,11,25,61,14.8,7,,,18.2,,
675200,675,Henry County,Mount Carmel Elementary School,200,E,770-897-9799,2450 Mt. Carmel Road,Hampton,GA,30228,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,703,K-5,,,1,0,57,13,4,25,57,13.7,6,,,19.1,,
675203,675,Henry County,East Lake Elementary,203,E,678-583-8947,199 East Lake Rd.,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,729,K-5,,,6,0,39,5,8,42,26,14.1,3,,,9.200000000000001,,
6752050,675,Henry County,Hampton Elementary School,2050,E,770-946-4345,10 Central Ave.,Hampton,GA,30228,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,438,K-5,,,2,0,47,17,6,29,77,10.2,8,,,25.9,,
675206,675,Henry County,Dutchtown Middle School,206,M,770-515-7500,155 Mitchell Rd.,Hampton,GA,30228,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1341,6-8,,,8,0,74,9,5,4,50,11,6,,,14.4,,
675207,675,Henry County,Timber Ridge Elementary School,207,E,770-288-3237,2825 GA Hwy 20,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,741,K-5,,,3,0,40,8,7,42,30,9.8999996,3,,,9.4,,
675208,675,Henry County,Walnut Creek Elementary,208,E,770-288-8561,3535 McDonough Parkway,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,697,K-5,,,1,0,68,14,5,12,66,12.4,3,,,26.4,,
675209,675,Henry County,Bethlehem Elementary School,209,E,770-288-8571,1000 Academic Parkway,Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,505,K-5,,,2,0,66,10,7,15,40,11.8,4,,,21.8,,
675211,675,Henry County,Rocky Creek Elementary,211,E,(770) 707-1469,803 Hampton-Locust Grove Road,Hampton,GA,30228,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,761,K-5,,,2,0,53,11,4,29,54,12.4,3,,,12.6,,
675213,675,Henry County,Locust Grove Middle,213,M,770-957-6055,3315 South Ola Rd.,Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1151,6-8,,,1,0,31,10,4,54,47,16.200001,3,,,15,,
675214,675,Henry County,Locust Grove High,214,H,770-898-1452,3275 South Ola Rd.,Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1617,9-12,,,1,0,27,9,4,59,38,13.8,1,87.40000000000001,,12.4,,
675215,675,Henry County,Hampton Middle School,215,M,770-707-2130,799 Hampton-Locust Grove Rd.,Hampton,GA,30228,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1030,6-8,,,1,0,57,11,5,26,62,12.9,3,,,16.5,,
6752552,675,Henry County,Smith-Barnes Elementary School,2552,E,770-474-4066,147 Tye St.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,316,4-5,,,4,0,63,24,5,3,82,11.4,17,,,22.9,,
675291,675,Henry County,Oakland Elementary School,291,E,770-954-1901,551 Hwy 81 West,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,902,K-5,,,2,0,71,16,6,5,74,9.5,11,,,40.1,,
675294,675,Henry County,Austin Road Elementary School,294,E,770-389-6556,50 Austin Rd.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,415,K-5,,,1,0,69,12,6,12,65,12.6,4,,,19.2,,
675295,675,Henry County,Stockbridge High School,295,H,770.474.8747,1151 Old Conyers Road,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1595,9-12,,,2,0,72,13,3,10,56,13.8,3,81,,15.4,,
675297,675,Henry County,Hickory Flat Elementary School,297,E,770-898-0107,841 Brannan Road,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,711,K-5,,,10,0,70,9,6,5,54,11.3,3,,,17.2,,
675303,675,Henry County,Unity Grove Elementary School,303,E,770-898-8886,1180 LeGuin Mill Rd.,Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,872,K-5,,,0,0,21,10,6,63,44,14.8,3,,,14.8,,
6753050,675,Henry County,McDonough High School,3050,H,(770)606-7727,5407 Greenbriar Rd,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1270,9-12,,,1,0,81,8,3,7,63,17.1,2,87.30000000000001,,26.1,,
6753052,675,Henry County,Stockbridge Elementary School,3052,E,770-474-8743,4617 N. Henry Blvd.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,632,K-3,,,4,0,58,25,5,8,76,10.9,11,,,23.2,,
675307,675,Henry County,Ola High School,307,H,770-288-3222,357 N. Ola Rd.,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1799,9-12,,,1,1,25,6,4,64,24,13.4,1,94.30000000000001,,9.700000000000001,,
675308,675,Henry County,Woodland Middle School,308,M,770-389-2774,820 N. Moseley Dr.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,819,6-8,,,3,0,54,13,8,23,53,18.299999,5,,,17.1,,
675315,675,Henry County,Hampton High School,315,H,770.946.7461,795 Hampton-Locust Grove Road,Hampton,GA,30228,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1321,9-12,,,1,0,60,11,3,24,54,14.4,2,87.30000000000001,,13.1,,
675391,675,Henry County,Eagle's Landing High School,391,H,770-954-9515,301 Tunis Road,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1660,9-12,,,4,0,73,11,4,7,47,14,2,84.5,,17.6,,
675394,675,Henry County,Eagle's Landing Middle School,394,M,770-914-8189,295 Tunis Road,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1209,6-8,,,4,0,72,12,4,8,62,17.1,6,,,23,,
675397,675,Henry County,Austin Road Middle School,397,M,770-507-5407,100 Austin Rd.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,652,6-8,,,1,0,76,12,3,7,64,12.5,6,,,13.7,,
675403,675,Henry County,Red Oak Elementary School,403,E,770-389-1464,175 Monarch Village Way,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,745,K-5,,,10,0,70,13,4,3,59,9.6000004,8,,,19.8,,
6754050,675,Henry County,McDonough Middle School,4050,M,(770)606-7729,5409 Greenbriar Rd,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1034,6-8,,,1,0,81,10,3,5,74,15.4,3,,,28.4,,
675407,675,Henry County,New Hope Elementary,407,E,770-898-7362,1655 New Hope Rd.,Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,754,K-5,,,1,0,14,8,4,72,35,18,2,,,10.2,,
675408,675,Henry County,Woodland High School,408,H,( 770) 389-2784,800 N. Moseley Dr.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1530,9-12,,,2,0,62,11,5,20,43,14.2,2,95,,12.2,,
675409,675,Henry County,Tussahaw Elementary,409,E,770-957-0164,225 Coan Dr.,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,927,K-5,,,2,0,76,7,5,10,72,13.7,3,,,29.3,,
675503,675,Henry County,Flippen Elementary School,503,E,770-954-3522,425 Peach Dr.,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,644,K-5,,,6,1,59,12,5,18,51,11.4,4,,,21.3,,
6755050,675,Henry County,Locust Grove Elementary School,5050,E,770-957-5416,"95 Martin Luther King, Jr. Blvd.",Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,515,K-5,,,1,0,52,13,5,28,58,9.3999996,4,,,20.3,,
6755052,675,Henry County,Stockbridge Middle School,5052,M,770-474-5710,533 Old Conyers Rd.,Stockbridge,GA,30281,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,868,6-8,,,2,0,59,19,5,15,71,12.3,8,,,21.9,,
675507,675,Henry County,Ola Middle School,507,M,770-288-2108,353 North Ola Rd.,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1354,6-8,,,1,0,24,8,4,63,31,16.5,1,,,11.6,,
675509,675,Henry County,Rock Spring Elementary,509,E,770-957-6851,1550 Stroud Rd.,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,844,K-5,,,1,0,16,9,5,69,32,15.7,2,,,8.5,,
675603,675,Henry County,Luella Middle School,603,M,678-583-8919,2075 Hampton-Locust Grove Rd.,Locust Grove,GA,30248,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1033,6-8,,,2,0,74,8,5,11,51,10.7,3,,,16.9,,
675703,675,Henry County,Union Grove Middle,703,M,678-583-8978,210 East Lake Rd.,McDonough,GA,30252,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,1139,6-8,,,6,0,45,8,5,36,28,14.2,3,,,8.9,,
675804,675,Henry County,EXCEL Academy,804,H,770.957-4101,330 Tomlinson St.,McDonough,GA,30253,http://schoolwires.henry.k12.ga.us/site/default.aspx?PageID=1,426,6-12,,,0,0,67,10,3,20,63,40.900002,2,15.4,,420.4,,
676100,676,Houston County,Eagle Springs Elementary,100,E,(478) 953-0450,3591 Highway 41 North,Byron,GA,31008,http://www.hcbe.net/,745,K-5,,,5,0,37,14,7,37,56,8,14,,,10.1,,
676102,676,Houston County,C. B. Watson Primary School,102,E,(478) 929-6360,"61 Martin Luther King, Jr. Blvd.",Warner Robins,GA,31088,http://www.hcbe.net/,527,K-2,,,0,0,60,15,9,16,78,14.8,7,,,23.1,,
676103,676,Houston County,Lake Joy Primary School,103,E,(478) 953-0465,995 Lake Joy Road,Warner Robins,GA,31088,http://www.hcbe.net/,713,K-2,,,8,0,21,15,8,48,30,8.6000004,12,,,10.6,,
676104,676,Houston County,David A. Perdue Primary ,104,E,(478) 218-7500,150 Jerry Barker Dr.,Warner Robins,GA,31088,http://www.hcbe.net/,648,K-2,,,3,0,33,11,9,45,42,10.4,5,,,12.1,,
676105,676,Houston County,Huntington Middle School,105,M,(478) 542-2240,206 Wellborn Road,Warner Robins,GA,31088,http://www.hcbe.net/,1006,6-8,,,0,0,60,13,5,21,92,16.9,8,,,22.1,,
6761050,676,Houston County,Bonaire Elementary School,1050,E,(478) 929-7826,101 Elm Street,Bonaire,GA,31005,http://www.hcbe.net/,887,K-5,,,2,0,18,7,7,66,25,10,1,,,10.4,,
6761052,676,Houston County,Northside Middle School,1052,M,(478) 929-7845,500 Johnson Road,Warner Robins,GA,31093,http://www.hcbe.net/,974,6-8,,,1,0,59,11,5,25,78,18.6,5,,,17.3,,
6761054,676,Houston County,Perry High School,1054,H,(478) 988-6298,1307 North Avenue,Perry,GA,31069,http://www.hcbe.net/,1433,9-12,,,1,0,34,5,4,56,44,12.4,1,93.40000000000001,,10.4,,
676108,676,Houston County,Mossy Creek Middle School,108,M,(478) 988-6171,200 Danny Carpenter Drive,Kathleen,GA,31047,http://www.hcbe.net/,817,6-8,,,3,0,22,8,7,60,29,14.1,4,,,11.7,,
676111,676,Houston County,Veterans High School,111,H,(478) 218-7537,340 Piney Grove Road,Kathleen,GA,31047,http://www.hcbe.net/,1806,9-12,,,2,0,27,7,5,59,27,11.3,1,96.7,,9.800000000000001,,
676116,676,Houston County,Houston County WIN Academy,116,M,(478) 929-7828,215 Scott Blvd,Warner Robins,GA,31088,http://www.hcbe.net/,523,6-12,,,0,0,53,7,5,34,84,21.6,2,28.6,,237.4,,
676117,676,Houston County,Langston Road Elementary School,117,E,(478) 988-6160,315 Langston Road,Perry,GA,31069,http://www.hcbe.net/,829,K-5,,,2,0,23,8,6,61,40,11.2,5,,,13.4,,
676175,676,Houston County,Pearl Stephens Elementary School,175,E,(478) 929-7895,420 Pearl Stephens Way,Warner Robins,GA,31098,http://www.hcbe.net/,501,3-5,,,1,0,59,17,6,17,92,17.299999,10,,,25.6,,
676191,676,Houston County,Northside Elementary School,191,E,(478) 929-7816,305 Sullivan Road,Warner Robins,GA,31093,http://www.hcbe.net/,558,K-5,,,1,0,63,7,6,23,84,15.7,2,,,18.4,,
676192,676,Houston County,Houston County High School,192,H,(478) 988-6340,920 Highway 96,Warner Robins,GA,31088,http://www.hcbe.net/,2028,9-12,,,7,0,28,10,5,50,27,12.6,4,98.10000000000001,,6.4,,
676194,676,Houston County,David A. Perdue Elementary School,194,E,(478) 988-6350,115 Sutherlin Dr.,Warner Robins,GA,31088,http://www.hcbe.net/,688,3-5,,,2,0,33,9,10,46,39,13.3,3,,,11.1,,
676195,676,Houston County,Quail Run Elementary School,195,E,(478) 953-0415,250 Smithville Church Road,Warner Robins,GA,31088,http://www.hcbe.net/,669,K-5,,,4,0,27,11,8,50,42,14.7,6,,,11.3,,
676196,676,Houston County,Feagin Mill Middle School,196,M,(478) 953-0430,1200 Feagin Mill Road,Warner Robins,GA,31088,http://www.hcbe.net/,1027,6-8,,,7,1,34,7,7,44,36,14.6,3,,,8.700000000000001,,
676199,676,Houston County,Matthew Arthur Elementary School,199,E,(478) 988-6170,2500 Highway 127,Kathleen,GA,31047,http://www.hcbe.net/,856,K-5,,,1,1,22,8,8,60,28,13.3,1,,,10.1,,
676200,676,Houston County,Perry Middle School,200,M,(478) 988-6285,495 Perry Parkway,Perry,GA,31069,http://www.hcbe.net/,1013,6-8,,,1,0,36,4,5,53,50,12.3,1,,,10,,
676204,676,Houston County,Thomson Middle School,204,M,(478) 953-0489,301 Thomson Street,Centerville,GA,31028,http://www.hcbe.net/,911,6-8,,,4,0,48,14,6,28,64,15.5,11,,,19.8,,
6762050,676,Houston County,Centerville Elementary School,2050,E,(478) 953-0400,450 N. Houston Lake Blvd.,Centerville,GA,31028,http://www.hcbe.net/,655,K-5,,,1,0,35,12,6,46,84,12.4,8,,,20.2,,
6762052,676,Houston County,Northside High School,2052,H,(478) 929-7858,926 Green Street,Warner Robins,GA,31093,http://www.hcbe.net/,2003,9-12,,,2,0,49,13,5,30,64,15.7,4,90.90000000000001,,16.4,,
6762054,676,Houston County,Morningside Elementary School,2054,E,(478) 988-6261,1206 Morningside Drive,Perry,GA,31069,http://www.hcbe.net/,494,K-5,,,1,0,65,5,6,23,84,9,0,,,14.7,,
6762058,676,Houston County,Westside Elementary School,2058,E,(478) 929-7820,201 North Pleasant Hill Road,Warner Robins,GA,31093,http://www.hcbe.net/,634,K-5,,,1,0,60,20,7,12,92,9.6999998,16,,,33.2,,
676208,676,Houston County,Lake Joy Elementary School,208,E,(478) 971-2712,985 Lake Joy Road,Warner Robins,GA,31088,http://www.hcbe.net/,685,3-5,,,11,0,25,11,7,46,30,8.6000004,15,,,9.1,,
676296,676,Houston County,Bonaire Middle School,296,M,(478) 929-6235,125 Highway 96 East,Bonaire,GA,31005,http://www.hcbe.net/,1137,6-8,,,2,0,23,7,6,62,28,11.1,1,,,9.300000000000001,,
6763052,676,Houston County,Parkwood Elementary School,3052,E,(478) 929-7822,503 Parkwood Drive,Warner Robins,GA,31093,http://www.hcbe.net/,676,K-5,,,1,0,62,17,6,14,92,11.2,13,,,21.1,,
6763056,676,Houston County,Tucker Elementary School,3056,E,(478) 988-6278,1300 Tucker Road,Perry,GA,31069,http://www.hcbe.net/,506,K-5,,,0,0,32,3,5,58,92,12.2,0,,,16.3,,
676309,676,Houston County,Hilltop Elementary School,309,E,(478) 929-6113,301 Robert Bryson Smith Parkway,Bonaire,GA,31005,http://www.hcbe.net/,665,K-5,,,1,0,24,8,9,59,41,12,2,,,10.4,,
6763550,676,Houston County,Kings Chapel Elementary School,3550,E,(478) 988-6273,460 Arena Road,Perry,GA,31069,http://www.hcbe.net/,534,K-5,,,0,0,15,5,3,76,33,14.1,1,,,7.2,,
6764050,676,Houston County,Lindsey Elementary School,4050,E,(478) 929-7818,81 Tabor Drive,Warner Robins,GA,31093,http://www.hcbe.net/,303,K-5,,,0,0,68,23,3,5,84,13.6,19,,,22.3,,
6764054,676,Houston County,Russell Elementary School,4054,E,(478) 929-7830,101 Patriot Way,Warner Robins,GA,31088,http://www.hcbe.net/,702,K-5,,,3,0,41,15,8,33,78,16.5,12,,,18,,
6764056,676,Houston County,Warner Robins High School,4056,H,(478) 929-7877,401 South Davis Drive,Warner Robins,GA,31088,http://www.hcbe.net/,1780,9-12,,,1,0,54,11,6,27,64,14.8,4,87.90000000000001,,16.5,,
6765050,676,Houston County,Miller Elementary School,5050,E,(478) 929-7814,101 Pine Valley Drive,Warner Robins,GA,31088,http://www.hcbe.net/,523,K-5,,,2,0,56,10,8,25,84,12,7,,,19.3,,
6765054,676,Houston County,Shirley Hills Elementary School,5054,E,(478) 929-7824,300 Mary Lane,Warner Robins,GA,31088,http://www.hcbe.net/,537,K-5,,,1,0,41,6,10,41,84,17.700001,1,,,18.3,,
6765056,676,Houston County,Warner Robins Middle School,5056,M,(478) 929-7832,425 Mary Lane,Warner Robins,GA,31088,http://www.hcbe.net/,904,6-8,,,1,0,47,14,7,31,78,14.8,7,,,15,,
677173,677,Irwin County,Irwin County Middle School,173,M,(229) 468-5517,149 Chiefton Cir,Ocilla,GA,31774,http://www.irwin.k12.ga.us/,445,6-8,,,0,0,34,7,1,57,76,17.4,2,,,14,,
677188,677,Irwin County,Irwin County Elementary School,188,E,(229) 468-9476,521 Lax Hwy #2225,Ocilla,GA,31774,http://www.irwin.k12.ga.us/,736,K-5,,,0,0,32,5,4,59,85,14.9,1,,,8.4,,
6772050,677,Irwin County,Irwin County High School,2050,H,229/468-9421,149 Chieftain Circle,Ocilla,GA,31774,http://www.irwin.k12.ga.us/,510,9-12,,,0,0,34,5,2,59,76,15.5,1,93.7,,8.6,,
678101,678,Jackson County,West Jackson Elementary School,101,E,706-654-2044,391 East Jefferson Street,Hoschton,GA,30548,https://www.jacksonschoolsga.org/,1003,K-5,,,5,1,6,17,6,66,36,16.9,9,,,9.300000000000001,,
678104,678,Jackson County,East Jackson Elementary School,104,E,706-336-7900,1531 Hoods Mill Road,Commerce,GA,30529,https://www.jacksonschoolsga.org/,566,K-5,,,1,0,6,14,3,76,61,19.200001,10,,,11.8,,
678107,678,Jackson County,East Jackson Comprehensive High School,107,H,706-336-8900,1435 Hoods Mill Road,Commerce,GA,30529,https://www.jacksonschoolsga.org/,1369,8-12,,,2,0,8,19,4,67,60,14.9,5,94.60000000000001,,9.700000000000001,,
678191,678,Jackson County,Jackson County Comprehensive High School,191,H,706-367-5003,1668 Winder Highway,Jefferson,GA,30549,https://www.jacksonschoolsga.org/,1387,9-12,,,4,0,6,13,3,75,28,11.4,2,92.60000000000001,,10.6,,
678197,678,Jackson County,East Jackson Middle School,197,M,706-335-2083,1880 Hoods Mill Road,Commerce,GA,30529,https://www.jacksonschoolsga.org/,592,6-7,,,1,0,7,18,3,71,65,20.799999,13,,,11.3,,
678209,678,Jackson County,Gum Springs Elementary School,209,E,706-654-5580,600 Gum Springs Church Road,Jefferson,GA,30549,https://www.jacksonschoolsga.org/,883,K-5,,,5,0,3,7,4,81,23,11.7,6,,,7.9,,
6782550,678,Jackson County,Maysville Elementary School,2550,E,706-652-2241,9270 Highway 82 Spur,Maysville,GA,30558,https://www.jacksonschoolsga.org/,387,K-5,,,1,0,5,19,2,74,80,17.1,14,,,11.4,,
678297,678,Jackson County,West Jackson Middle School,297,M,706-654-2775,400 Gum Springs Road,Jefferson,GA,30549,https://www.jacksonschoolsga.org/,1199,6-8,,,4,0,5,12,4,74,31,15.1,7,,,9.4,,
6783050,678,Jackson County,North Jackson Elementary School,3050,E,706-693-2246,1880 Old Gainesville Hwy.,Talmo,GA,30575,https://www.jacksonschoolsga.org/,419,K-5,,,5,1,5,19,6,65,49,14.4,13,,,14.6,,
6784050,678,Jackson County,South Jackson Elementary School,4050,E,706-543-8798,1630 New Kings Bridge Road,Athens,GA,30607,https://www.jacksonschoolsga.org/,673,K-5,,,1,0,8,19,6,66,72,17.6,15,,,13.4,,
679100,679,Jasper County,Washington Park Elementary School,100,E,(706) 468-6284,721 GA-212,Monticello,GA,31064,http://www.jasper.k12.ga.us/,598,3-5,,,0,0,23,7,5,65,63,10.9,5,,,10.2,,
679108,679,Jasper County,Jasper County High School,108,H,(706) 468-5017,14477 State Hwy 11,Monticello,GA,31064,http://www.jasper.k12.ga.us/,718,9-12,,,0,0,21,8,3,67,56,10.4,1,94.60000000000001,,9.4,,
679195,679,Jasper County,Jasper County Primary School,195,E,706-468-4968,495 GA-212,Monticello,GA,31064,http://www.jasper.k12.ga.us/,520,K-2,,,0,0,15,11,6,68,67,9.3999996,7,,,14.9,,
679201,679,Jasper County,Jasper County Middle School,201,M,(706) 468-2227,1289 College St,Monticello,GA,31064,http://www.jasper.k12.ga.us/,606,6-8,,,0,0,23,8,6,64,66,13.9,4,,,10.5,,
680105,680,Jeff Davis County,Jeff Davis Primary School,105,E,912-375-6720,71 Burketts Ferry Rd.,Hazlehurst,GA,31539,https://www.jeff-davis.k12.ga.us/,762,K-2,,,1,0,14,25,5,54,84,11,21,,,14.8,,
680111,680,Jeff Davis County,Jeff Davis Middle School,111,M,912-375-6750,93 Collins St,Hazlehurst,GA,31539,https://www.jeff-davis.k12.ga.us/,749,6-8,,,0,0,15,22,1,62,85,13.2,13,,,9.600000000000001,,
680175,680,Jeff Davis County,Jeff Davis Elementary School,175,E,912-375-6730,81 Pat Dixon Rd.,Hazlehurst,GA,31539,https://www.jeff-davis.k12.ga.us/,678,3-5,,,0,0,13,24,3,60,85,11.8,20,,,10.9,,
680199,680,Jeff Davis County,Jeff Davis High School,199,H,912-375-6760 |,156 Collins St,Hazlehurst,GA,31539,https://www.jeff-davis.k12.ga.us/,864,9-12,,,1,0,15,21,2,61,54,11.9,6,93,,7.7,,
6811050,681,Jefferson County,Carver Elementary School,1050,E,478-252-5762,104 Bedingfield Street,Wadley,GA,30477,http://www.jefferson.k12.ga.us/site/default.aspx?PageID=1,204,K-5,,,0,0,83,6,3,8,100,12.1,5,,,16.3,,
6811550,681,Jefferson County,Louisville Academy,1550,E,478-625-7794,425 West 9th Street,Louisville,GA,30434,http://www.jefferson.k12.ga.us/site/default.aspx?PageID=1,397,K-5,,,1,0,72,6,1,20,100,17.4,2,,,11.4,,
681196,681,Jefferson County,Jefferson County High School,196,H,478-625-9991,1157 Warrior Trail,Louisville,GA,30434,http://www.jefferson.k12.ga.us/site/default.aspx?PageID=1,775,9-12,,,1,0,68,4,2,25,100,13,1,90.40000000000001,,9.700000000000001,,
6813550,681,Jefferson County,Wrens Elementary School,3550,E,706-547-2063,1711 Hwy 17N,Wrens,GA,30833,http://www.jefferson.k12.ga.us/site/default.aspx?PageID=1,450,K-5,,,0,0,57,11,4,29,100,16.799999,5,,,15.2,,
681397,681,Jefferson County,Jefferson County Middle School,397,M,478-625-7764,3232 HWY 296,Stapleton,GA,30823,http://www.jefferson.k12.ga.us/site/default.aspx?PageID=1,548,6-8,,,1,0,70,8,2,20,100,13.9,2,,,9.200000000000001,,
682101,682,Jenkins County,Jenkins County Middle School,101,M,478-982-1063,433 Barney Avenue,Millen,GA,30442,http://www.jenkins.k12.ga.us/,292,6-8,,,1,0,56,8,1,34,100,9.3999996,3,,,7.9,,
6821050,682,Jenkins County,Jenkins County Elementary School,1050,E,478-982-5503,433 Barney Avenue,Millen,GA,30442,http://www.jenkins.k12.ga.us/,531,K-5,,,0,0,49,10,3,38,100,11.2,6,,,10,,
682201,682,Jenkins County,Jenkins County High School,201,H,478-982-4791,433 Barney Avenue,Millen,GA,30442,http://www.jenkins.k12.ga.us/,298,9-12,,,0,0,55,4,3,39,100,9.1999998,0,79.5,,9.200000000000001,,
683101,683,Johnson County,Johnson County Middle School,101,M,(478) 864-2222,150 Herschel Walker Drive,Wrightsville,GA,31096,http://www.johnson.k12.ga.us/system/index.htm,282,6-8,,,0,0,45,4,3,48,94,16.200001,0,,,11.6,,
683197,683,Johnson County,Johnson County Elementary School,197,E,(478) 864-3446,2160 W. Elm St.,Wrightsville,GA,31096,http://www.johnson.k12.ga.us/system/index.htm,493,K-5,,,0,0,39,5,3,53,94,10.9,0,,,14.5,,
683201,683,Johnson County,Johnson County High School ,201,H,(478) 864-2222,150 Herschel Walker Drive,Wrightsville,GA,31096,http://www.johnson.k12.ga.us/system/index.htm,350,9-12,,,1,0,37,3,2,58,94,12.8,0,90.30000000000001,,6.5,,
684101,684,Jones County,Clifton Ridge Middle School,101,M,478.743.5182 ,169 Dusty Lane,Macon,GA,31211,https://www.jonescntysd.ga.schools.bz/,566,6-8,,,0,0,35,1,5,58,58,20.5,0,,,12.1,,
684102,684,Jones County,Mattie Wells Elementary School,102,E,(478)742-5959,101 Mattie Wells Dr.,Macon,GA,31217,https://www.jonescntysd.ga.schools.bz/,643,K-5,,,1,0,39,1,4,56,76,13.5,1,,,13.6,,
684106,684,Jones County,Gray Station Middle School,106,M,478-986-2090,324 GA Highway 18 East,Gray,GA,31032,https://www.jonescntysd.ga.schools.bz/,733,6-8,,,0,0,22,2,4,72,41,14.6,1,,,7.600000000000001,,
684114,684,Jones County,Turner Woods Elementary School,114,E,(478) 986-2222,144 Willie L. Fluellen Dr.,Gray,GA,31032,https://www.jonescntysd.ga.schools.bz/,586,K-5,,,1,0,12,3,3,81,50,12,1,,,10.6,,
6841550,684,Jones County,Gray Elementary School,1550,E,478-986-6295,365 Highway 18 East,Gray,GA,31032,https://www.jonescntysd.ga.schools.bz/,533,K-5,,,1,0,28,2,6,63,50,15.5,1,,,6.4,,
684192,684,Jones County,Jones County High School,192,H,478-986-5444,339 Railroad Street,Gray,GA,31032,https://www.jonescntysd.ga.schools.bz/,1632,9-12,,,0,0,26,1,3,70,41,13.7,0,88.30000000000001,,7.600000000000001,,
684199,684,Jones County,Dames Ferry Elementary School,199,E,478-986-2023,545 Highway 18 West,Gray,GA,31032,https://www.jonescntysd.ga.schools.bz/,585,K-5,,,1,0,13,2,5,79,45,15.4,1,,,7.800000000000001,,
685105,685,Lamar County,Lamar County Elementary School,105,E,770-358-5556,228 Roberta Dr,Barnesville,GA,30204,http://www.lamar.k12.ga.us/,644,3-5,,,0,0,33,1,6,59,76,11.1,0,,,11,,
685175,685,Lamar County,Lamar County High School,175,H,770-358-8641,#1 Trojan Way,Barnesville,GA,30204,http://www.lamar.k12.ga.us/,818,9-12,,,1,0,29,4,4,62,55,12.8,1,88.5,,9.200000000000001,,
685199,685,Lamar County,Lamar County Middle School,199,M,770-358-8652,100 Burnette Rd,Barnesville,GA,30204,http://www.lamar.k12.ga.us/,664,6-8,,,0,0,29,4,7,59,60,14.8,1,,,12,,
